student_token,term,academic_career,faculty_code,faculty_descr,academic_plan,academic_plan_descr,academic_plan_type,academic_plan_type_descr,academic_program,academic_program_descr,degree,degree_descr,admit_term,completion_term,degree_checkout_status_descr
mk_73c9d3c284288250dfe180c27c4ba382acde9997,1410.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1210.0,1510.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1210.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1320.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1540.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1510.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1220.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1410.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1420.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1520.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1610.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_48c43bac3f5a3f4c81c21d56d56938f17d617d19,1310.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1610.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1220.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1240.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1210.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1120.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1230.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1140.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1110.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1310.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1330.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1320.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_772b24fc82ea83a3a9ede1e31dfe5bfecd037cd2,1130.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1330.0,Degree Awarded
mk_a412db66ae13f77d881144d9ffae57e568cecf7e,1620.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1620.0,Degree Awarded
mk_a412db66ae13f77d881144d9ffae57e568cecf7e,1510.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1620.0,Degree Awarded
mk_a412db66ae13f77d881144d9ffae57e568cecf7e,1420.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1620.0,Degree Awarded
mk_a412db66ae13f77d881144d9ffae57e568cecf7e,1610.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1620.0,Degree Awarded
mk_a412db66ae13f77d881144d9ffae57e568cecf7e,1520.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1620.0,Degree Awarded
mk_a412db66ae13f77d881144d9ffae57e568cecf7e,1410.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1620.0,Degree Awarded
mk_0f314fbd1d0018e791ce8ab6277b7186f1bb5687,1710.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_0f314fbd1d0018e791ce8ab6277b7186f1bb5687,1820.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_0f314fbd1d0018e791ce8ab6277b7186f1bb5687,1620.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_0f314fbd1d0018e791ce8ab6277b7186f1bb5687,1610.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_0f314fbd1d0018e791ce8ab6277b7186f1bb5687,1720.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_0f314fbd1d0018e791ce8ab6277b7186f1bb5687,1520.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_0f314fbd1d0018e791ce8ab6277b7186f1bb5687,1510.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_0f314fbd1d0018e791ce8ab6277b7186f1bb5687,1810.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_8458c68eea9cbbffca1b8a84b8c48458cee2d4b6,1310.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1310.0,1520.0,Degree Awarded
mk_8458c68eea9cbbffca1b8a84b8c48458cee2d4b6,1320.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1310.0,1520.0,Degree Awarded
mk_8458c68eea9cbbffca1b8a84b8c48458cee2d4b6,1520.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1310.0,1520.0,Degree Awarded
mk_8458c68eea9cbbffca1b8a84b8c48458cee2d4b6,1410.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1310.0,1520.0,Degree Awarded
mk_8458c68eea9cbbffca1b8a84b8c48458cee2d4b6,1510.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1310.0,1520.0,Degree Awarded
mk_8458c68eea9cbbffca1b8a84b8c48458cee2d4b6,1420.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1310.0,1520.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1540.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1420.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1510.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1520.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1420.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1410.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1710.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1820.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1820.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1610.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1720.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1640.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1510.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1620.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1410.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1710.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1620.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1540.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1520.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1810.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1720.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1610.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1640.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_e83ef842113a3b4a8c3c46b4b3f21a5fcb4601c7,1810.0,UGRD,2.0,BIZ,Z000INTDUG,DDP - Internal (UG),DDP,Double Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1820.0,Degree Awarded
mk_19581dc6b1a6b9b8730cffba5bb8bcf0eef4fb1f,1410.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1510.0,Degree Awarded
mk_19581dc6b1a6b9b8730cffba5bb8bcf0eef4fb1f,1510.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1510.0,Degree Awarded
mk_19581dc6b1a6b9b8730cffba5bb8bcf0eef4fb1f,1420.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1510.0,Degree Awarded
mk_19581dc6b1a6b9b8730cffba5bb8bcf0eef4fb1f,1430.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1510.0,Degree Awarded
mk_19581dc6b1a6b9b8730cffba5bb8bcf0eef4fb1f,1440.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1510.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1520.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1510.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1430.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1530.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1620.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1440.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1420.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1540.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1630.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1610.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_cc54c8fc6dfc3e72b5e1528e62cc206156aa71ae,1410.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1410.0,1620.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1340.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1430.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1310.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1420.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1330.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1220.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1210.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1240.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1320.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1410.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_9334fd9fda9f2e426baabe364848baa6ab6056a2,1230.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1420.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1420.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1520.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1410.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1530.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1540.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1610.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1440.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1430.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_06bb9a6c96bfd3fcbea3df9cde3b5d86135b54bf,1510.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1410.0,1610.0,Degree Awarded
mk_661844c396b2ae96770f195e52fd40f0c59abaf3,1020.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1010.0,1040.0,Degree Awarded
mk_661844c396b2ae96770f195e52fd40f0c59abaf3,1040.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1010.0,1040.0,Degree Awarded
mk_661844c396b2ae96770f195e52fd40f0c59abaf3,1030.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1010.0,1040.0,Degree Awarded
mk_661844c396b2ae96770f195e52fd40f0c59abaf3,1010.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1010.0,1040.0,Degree Awarded
mk_99c7c39ee2024f728145516ced22a2ddf5821d4c,1710.0,GRAD,2.0,BIZ,0200APECWK,NUS Executive MBA (English),GDC,Graduate Coursework,M0212,The NUS Executive MBA (EN),M021200,Master of Business Administration,1610.0,1720.0,Degree Awarded
mk_99c7c39ee2024f728145516ced22a2ddf5821d4c,1720.0,GRAD,2.0,BIZ,0200APECWK,NUS Executive MBA (English),GDC,Graduate Coursework,M0212,The NUS Executive MBA (EN),M021200,Master of Business Administration,1610.0,1720.0,Degree Awarded
mk_99c7c39ee2024f728145516ced22a2ddf5821d4c,1610.0,GRAD,2.0,BIZ,0200APECWK,NUS Executive MBA (English),GDC,Graduate Coursework,M0212,The NUS Executive MBA (EN),M021200,Master of Business Administration,1610.0,1720.0,Degree Awarded
mk_99c7c39ee2024f728145516ced22a2ddf5821d4c,1620.0,GRAD,2.0,BIZ,0200APECWK,NUS Executive MBA (English),GDC,Graduate Coursework,M0212,The NUS Executive MBA (EN),M021200,Master of Business Administration,1610.0,1720.0,Degree Awarded
